connection	op	table	params
virtual-2127	MERGE	txn1	415	415	"7"	"7"
virtual-2129	MERGE	txn1	415	415	"8"	"8"
virtual-2132	SELECT	txn1	417
virtual-2131	SELECT	txn2	411
virtual-2130	SELECT	txn1	415
virtual-2127	SELECT	txn0	416
virtual-2128	MERGE	txn2	394	394	"8"	"8"
virtual-2134	SELECT	txn1	417
virtual-2132	MERGE	txn1	417	417	"1"	"1"
virtual-2135	SELECT	txn1	417
virtual-2134	SELECT	txn1	220
virtual-2135	SELECT	txn0	416
virtual-2130	SELECT	txn0	416
virtual-2130	SELECT	txn2	394
virtual-2133	MERGE	txn0	416	416	"2"	"2"
virtual-2135	SELECT	txn2	411
virtual-2137	MERGE	txn1	412	412	"6"	"6"
virtual-2132	MERGE	txn1	417	417	"2"	"2"
virtual-2134	SELECT	txn0	416
virtual-2136	MERGE	txn1	417	417	"3"	"3"
virtual-2130	MERGE	txn2	331	331	"7"	"7"
virtual-2136	MERGE	txn1	417	417	"4"	"4"
virtual-2132	MERGE	txn0	416	416	"1"	"1"
virtual-2139	SELECT	txn1	417
virtual-2138	SELECT	txn1	417
virtual-2141	SELECT	txn0	416
virtual-2136	SELECT	txn1	412
virtual-2141	SELECT	txn1	417
virtual-2138	MERGE	txn1	417	417	"5"	"5"
virtual-2140	MERGE	txn1	417	417	"6"	"6"
virtual-2141	MERGE	txn2	411	411	"3"	"3"
virtual-2145	SELECT	txn0	416
virtual-2142	SELECT	txn0	416
virtual-2142	MERGE	txn0	416	416	"3"	"3"
virtual-2144	SELECT	txn1	417
virtual-2143	SELECT	txn1	412
virtual-2146	MERGE	txn1	417	417	"8"	"8"
virtual-2144	SELECT	txn1	417
virtual-2144	SELECT	txn0	416
virtual-2143	MERGE	txn1	417	417	"7"	"7"
virtual-2145	SELECT	txn1	417
virtual-2145	MERGE	txn2	411	411	"4"	"4"
virtual-2144	SELECT	txn0	416
virtual-2147	MERGE	txn0	416	416	"4"	"4"
virtual-2150	SELECT	txn1	412
virtual-2148	SELECT	txn0	418
virtual-2148	SELECT	txn1	412
virtual-2149	MERGE	txn0	418	418	"1"	"1"
virtual-2150	SELECT	txn1	412
virtual-2148	MERGE	txn0	416	416	"5"	"5"
virtual-2145	SELECT	txn0	416
virtual-2150	SELECT	txn1	412
virtual-2147	SELECT	txn2	411
virtual-2151	MERGE	txn0	418	418	"2"	"2"
virtual-2151	SELECT	txn0	418
virtual-2150	SELECT	txn0	416
virtual-2152	MERGE	txn0	418	418	"3"	"3"
virtual-2153	MERGE	txn0	418	418	"4"	"4"
virtual-2154	MERGE	txn0	418	418	"5"	"5"
virtual-2151	SELECT	txn1	412
virtual-2147	SELECT	txn0	418
virtual-2151	MERGE	txn1	412	412	"7"	"7"
virtual-2158	SELECT	txn0	418
virtual-2160	SELECT	txn1	412
virtual-2156	MERGE	txn0	418	418	"6"	"6"
virtual-2155	SELECT	txn0	418
virtual-2156	MERGE	txn0	416	416	"6"	"6"
virtual-2163	SELECT	txn1	420
virtual-2161	MERGE	txn0	418	418	"7"	"7"
virtual-2157	SELECT	txn0	416
virtual-2159	SELECT	txn0	418
virtual-2162	MERGE	txn2	331	331	"8"	"8"
virtual-2159	MERGE	txn2	411	411	"5"	"5"
virtual-2161	MERGE	txn0	418	418	"8"	"8"
virtual-2163	MERGE	txn1	412	412	"8"	"8"
virtual-2161	SELECT	txn2	419
virtual-2165	SELECT	txn0	416
virtual-2164	MERGE	txn1	420	420	"3"	"3"
virtual-2163	MERGE	txn1	420	420	"2"	"2"
virtual-2162	SELECT	txn1	420
virtual-2166	SELECT	txn0	416
virtual-2161	MERGE	txn1	420	420	"1"	"1"
virtual-2167	MERGE	txn1	420	420	"4"	"4"
virtual-2166	SELECT	txn1	420
virtual-2163	SELECT	txn0	416
virtual-2164	MERGE	txn0	416	416	"7"	"7"
virtual-2169	MERGE	txn0	422	422	"1"	"1"
virtual-2170	MERGE	txn1	420	420	"6"	"6"
virtual-2169	SELECT	txn0	422
virtual-2164	SELECT	txn1	420
virtual-2168	SELECT	txn0	416
virtual-2171	MERGE	txn1	420	420	"8"	"8"
virtual-2167	MERGE	txn1	420	420	"5"	"5"
virtual-2169	MERGE	txn0	422	422	"2"	"2"
virtual-2169	MERGE	txn2	421	421	"1"	"1"
virtual-2164	MERGE	txn2	419	419	"1"	"1"
virtual-2172	MERGE	txn2	423	423	"1"	"1"
virtual-2168	SELECT	txn1	412
virtual-2173	MERGE	txn2	423	423	"3"	"3"
virtual-2174	SELECT	txn2	411
virtual-2175	MERGE	txn0	422	422	"5"	"5"
virtual-2175	SELECT	txn2	423
virtual-2175	MERGE	txn2	423	423	"5"	"5"
virtual-2174	MERGE	txn2	423	423	"4"	"4"
virtual-2173	SELECT	txn2	423
virtual-2168	MERGE	txn0	416	416	"8"	"8"
virtual-2172	MERGE	txn2	423	423	"2"	"2"
virtual-2174	SELECT	txn2	331
virtual-2174	SELECT	txn2	423
virtual-2176	MERGE	txn0	422	422	"6"	"6"
virtual-2173	SELECT	txn2	423
virtual-2180	MERGE	txn0	422	422	"8"	"8"
virtual-2180	MERGE	txn2	419	419	"2"	"2"
virtual-2177	SELECT	txn2	421
virtual-2181	SELECT	txn0	424
virtual-2179	SELECT	txn2	421
virtual-2182	MERGE	txn2	421	421	"2"	"2"
virtual-2178	SELECT	txn2	423
virtual-2183	SELECT	txn2	421
virtual-2180	MERGE	txn2	423	423	"7"	"7"
virtual-2179	MERGE	txn0	422	422	"7"	"7"
virtual-2177	SELECT	txn2	423
virtual-2182	MERGE	txn2	421	421	"3"	"3"
virtual-2177	SELECT	txn2	423
virtual-2183	MERGE	txn0	424	424	"2"	"2"
virtual-2184	MERGE	txn2	419	419	"3"	"3"
virtual-2180	MERGE	txn2	423	423	"8"	"8"
virtual-2182	SELECT	txn2	421
virtual-2177	MERGE	txn2	423	423	"6"	"6"
virtual-2184	SELECT	txn2	423
virtual-2185	MERGE	txn2	425	425	"2"	"2"
virtual-2183	SELECT	txn2	423
virtual-2182	MERGE	txn0	424	424	"1"	"1"
virtual-2184	MERGE	txn2	425	425	"1"	"1"
virtual-2184	MERGE	txn2	411	411	"6"	"6"
virtual-2188	SELECT	txn2	425
virtual-2188	SELECT	txn0	424
virtual-2186	SELECT	txn2	425
virtual-2185	SELECT	txn2	425
virtual-2185	MERGE	txn2	419	419	"4"	"4"
virtual-2188	MERGE	txn2	425	425	"4"	"4"
virtual-2187	SELECT	txn2	411
virtual-2190	SELECT	txn2	425
virtual-2186	SELECT	txn2	425
virtual-2187	MERGE	txn2	425	425	"3"	"3"
virtual-2189	SELECT	txn2	425
virtual-2187	SELECT	txn2	425
virtual-2186	MERGE	txn0	424	424	"3"	"3"
virtual-2191	SELECT	txn2	421
virtual-2190	MERGE	txn2	425	425	"6"	"6"
virtual-2189	MERGE	txn2	425	425	"5"	"5"
virtual-2194	SELECT	txn2	425
virtual-2186	SELECT	txn2	425
virtual-2192	SELECT	txn2	425
virtual-2193	SELECT	txn0	424
virtual-2197	MERGE	txn0	424	424	"5"	"5"
virtual-2195	SELECT	txn0	424
virtual-2194	MERGE	txn2	425	425	"7"	"7"
virtual-2197	SELECT	txn2	421
virtual-2192	SELECT	txn2	425
virtual-2196	SELECT	txn2	411
virtual-2192	MERGE	txn2	421	421	"4"	"4"
virtual-2197	MERGE	txn0	424	424	"6"	"6"
virtual-2195	MERGE	txn2	421	421	"5"	"5"
virtual-2200	MERGE	txn2	397	397	"4"	"4"
virtual-2198	SELECT	txn1	220
virtual-2196	SELECT	txn2	425
virtual-2199	MERGE	txn2	427	427	"1"	"1"
virtual-2199	MERGE	txn0	424	424	"7"	"7"
virtual-2200	MERGE	txn0	424	424	"8"	"8"
virtual-2199	SELECT	txn0	424
virtual-2201	SELECT	txn0	424
virtual-2196	MERGE	txn2	425	425	"8"	"8"
virtual-2202	SELECT	txn2	427
virtual-2204	SELECT	txn2	427
virtual-2205	MERGE	txn2	427	427	"5"	"5"
virtual-2205	SELECT	txn2	427
virtual-2204	MERGE	txn2	421	421	"6"	"6"
virtual-2203	MERGE	txn2	427	427	"3"	"3"
virtual-2202	SELECT	txn2	397
virtual-2206	SELECT	txn2	421
virtual-2206	SELECT	txn2	411
virtual-2207	SELECT	txn2	419
virtual-2207	SELECT	txn1	428
virtual-2203	SELECT	txn2	427
virtual-2208	MERGE	txn1	428	428	"2"	"2"
virtual-2208	MERGE	txn0	429	429	"1"	"1"
virtual-2206	MERGE	txn2	411	411	"8"	"8"
virtual-2202	SELECT	txn2	427
virtual-2207	MERGE	txn1	428	428	"1"	"1"
virtual-2208	SELECT	txn1	428
virtual-2203	MERGE	txn2	411	411	"7"	"7"
virtual-2206	SELECT	txn2	421
virtual-2211	SELECT	txn2	427
virtual-2213	SELECT	txn1	430
virtual-2209	MERGE	txn1	428	428	"3"	"3"
virtual-2214	MERGE	txn1	430	430	"2"	"2"
virtual-2210	MERGE	txn2	427	427	"6"	"6"
virtual-2213	SELECT	txn1	430
virtual-2215	SELECT	txn1	430
virtual-2212	MERGE	txn2	427	427	"7"	"7"
virtual-2210	SELECT	txn0	429
virtual-2213	SELECT	txn0	429
virtual-2213	MERGE	txn1	430	430	"1"	"1"
virtual-2214	MERGE	txn1	430	430	"3"	"3"
virtual-2216	SELECT	txn1	430
virtual-2214	SELECT	txn1	428
virtual-2218	SELECT	txn2	397
virtual-2217	MERGE	txn1	430	430	"4"	"4"
virtual-2220	MERGE	txn1	430	430	"7"	"7"
virtual-2216	SELECT	txn1	430
virtual-2219	MERGE	txn1	430	430	"5"	"5"
virtual-2218	MERGE	txn1	428	428	"4"	"4"
virtual-2220	MERGE	txn1	430	430	"8"	"8"
virtual-2222	SELECT	txn0	431
virtual-2221	SELECT	txn2	419
virtual-2221	SELECT	txn0	431
virtual-2223	SELECT	txn0	431
virtual-2226	SELECT	txn2	421
virtual-2226	SELECT	txn0	429
virtual-2225	MERGE	txn0	431	431	"4"	"4"
virtual-2221	MERGE	txn0	431	431	"1"	"1"
virtual-2224	MERGE	txn1	428	428	"5"	"5"
virtual-2224	MERGE	txn0	431	431	"3"	"3"
virtual-2227	SELECT	txn1	428
virtual-2223	MERGE	txn0	431	431	"2"	"2"
virtual-2228	SELECT	txn0	431
virtual-2227	MERGE	txn1	428	428	"8"	"8"
virtual-2225	MERGE	txn1	428	428	"7"	"7"
virtual-2229	MERGE	txn0	431	431	"5"	"5"
virtual-2231	SELECT	txn0	429
virtual-2230	MERGE	txn0	431	431	"6"	"6"
virtual-2232	SELECT	txn0	431
virtual-2234	MERGE	txn0	431	431	"8"	"8"
virtual-2233	SELECT	txn1	428
virtual-2236	SELECT	txn2	433
virtual-2236	MERGE	txn2	433	433	"2"	"2"
virtual-2231	SELECT	txn1	428
virtual-2234	SELECT	txn0	429
virtual-2235	MERGE	txn2	433	433	"1"	"1"
virtual-2236	SELECT	txn2	433
virtual-2232	MERGE	txn0	431	431	"7"	"7"
virtual-2231	SELECT	txn1	428
virtual-2234	MERGE	txn2	421	421	"8"	"8"
virtual-2237	SELECT	txn2	433
virtual-2239	SELECT	txn2	397
virtual-2237	MERGE	txn2	433	433	"3"	"3"
virtual-2238	SELECT	txn0	432
virtual-2241	MERGE	txn2	433	433	"8"	"8"
virtual-2240	MERGE	txn0	429	429	"3"	"3"
virtual-2237	SELECT	txn2	421
virtual-2240	MERGE	txn2	433	433	"7"	"7"
virtual-2239	MERGE	txn2	433	433	"5"	"5"
virtual-2238	MERGE	txn2	433	433	"4"	"4"
virtual-2242	SELECT	txn0	432
virtual-2242	MERGE	txn0	432	432	"2"	"2"
virtual-2237	MERGE	txn0	432	432	"1"	"1"
virtual-2242	SELECT	txn0	434
virtual-2243	SELECT	txn2	433
virtual-2246	MERGE	txn0	426	426	"1"	"1"
virtual-2245	SELECT	txn0	432
virtual-2244	SELECT	txn0	435
virtual-2249	SELECT	txn0	432
virtual-2246	SELECT	txn0	432
virtual-2247	MERGE	txn0	435	435	"2"	"2"
virtual-2247	MERGE	txn0	435	435	"3"	"3"
virtual-2249	SELECT	txn2	419
virtual-2246	MERGE	txn0	432	432	"3"	"3"
virtual-2246	MERGE	txn0	435	435	"1"	"1"
virtual-2248	SELECT	txn0	432
virtual-2248	SELECT	txn0	435
virtual-2244	SELECT	txn2	419
virtual-2249	SELECT	txn0	435
virtual-2249	SELECT	txn0	434
virtual-2252	MERGE	txn0	435	435	"7"	"7"
virtual-2251	SELECT	txn0	434
virtual-2247	MERGE	txn0	435	435	"4"	"4"
virtual-2251	MERGE	txn0	435	435	"6"	"6"
virtual-2244	SELECT	txn0	435
virtual-2250	MERGE	txn0	432	432	"4"	"4"
virtual-2254	SELECT	txn0	435
virtual-2252	MERGE	txn0	435	435	"8"	"8"
virtual-2253	MERGE	txn0	432	432	"7"	"7"
virtual-2244	SELECT	txn0	435
virtual-2250	MERGE	txn0	432	432	"5"	"5"
virtual-2252	SELECT	txn0	435
virtual-2254	SELECT	txn0	435
virtual-2255	SELECT	txn0	435
virtual-2257	MERGE	txn1	437	437	"2"	"2"
virtual-2252	MERGE	txn0	432	432	"6"	"6"
virtual-2250	MERGE	txn0	435	435	"5"	"5"
virtual-2257	SELECT	txn1	437
virtual-2255	SELECT	txn0	434
virtual-2256	MERGE	txn0	429	429	"4"	"4"
virtual-2250	SELECT	txn0	435
virtual-2256	MERGE	txn0	432	432	"8"	"8"
virtual-2258	SELECT	txn0	432
virtual-2255	MERGE	txn0	434	434	"1"	"1"
virtual-2259	SELECT	txn1	437
virtual-2258	SELECT	txn0	429
virtual-2255	SELECT	txn0	432
virtual-2258	SELECT	txn0	429
virtual-2262	MERGE	txn0	429	429	"5"	"5"
virtual-2262	SELECT	txn0	434
virtual-2261	SELECT	txn1	437
virtual-2260	MERGE	txn1	437	437	"3"	"3"
virtual-2264	SELECT	txn0	429
virtual-2266	SELECT	txn1	437
virtual-2265	MERGE	txn0	434	434	"2"	"2"
virtual-2266	SELECT	txn1	438
virtual-2263	SELECT	txn0	434
virtual-2262	MERGE	txn1	437	437	"4"	"4"
virtual-2268	MERGE	txn1	438	438	"3"	"3"
virtual-2263	SELECT	txn1	437
virtual-2260	SELECT	txn1	437
virtual-2265	MERGE	txn1	438	438	"1"	"1"
virtual-2263	SELECT	txn1	437
virtual-2267	SELECT	txn1	438
virtual-2269	MERGE	txn1	438	438	"4"	"4"
virtual-2268	SELECT	txn1	437
virtual-2265	SELECT	txn1	438
virtual-2263	SELECT	txn1	438
virtual-2265	MERGE	txn0	426	426	"2"	"2"
virtual-2269	SELECT	txn1	437
virtual-2267	MERGE	txn1	438	438	"2"	"2"
virtual-2269	MERGE	txn0	434	434	"4"	"4"
virtual-2273	SELECT	txn1	438
virtual-2269	SELECT	txn1	438
virtual-2271	SELECT	txn1	438
virtual-2270	SELECT	txn1	438
virtual-2274	SELECT	txn1	437
virtual-2275	SELECT	txn1	437
virtual-2272	SELECT	txn1	438
virtual-2270	MERGE	txn2	1	1	"6"	"6"
virtual-2276	SELECT	txn1	437
virtual-2277	SELECT	txn1	437
virtual-2276	SELECT	txn0	434
virtual-2278	MERGE	txn1	437	437	"8"	"8"
virtual-2272	SELECT	txn1	437
virtual-2270	MERGE	txn1	438	438	"5"	"5"
virtual-2277	MERGE	txn1	437	437	"6"	"6"
virtual-2278	SELECT	txn2	397
virtual-2279	SELECT	txn1	437
virtual-2278	SELECT	txn1	438
virtual-2276	MERGE	txn1	437	437	"5"	"5"
virtual-2281	SELECT	txn1	439
virtual-2282	MERGE	txn1	438	438	"7"	"7"
virtual-2281	SELECT	txn1	438
virtual-2280	MERGE	txn1	438	438	"6"	"6"
virtual-2285	MERGE	txn1	440	440	"2"	"2"
virtual-2282	MERGE	txn1	439	439	"1"	"1"
virtual-2284	SELECT	txn1	439
virtual-2283	MERGE	txn1	438	438	"8"	"8"
virtual-2285	MERGE	txn0	434	434	"5"	"5"
virtual-2283	SELECT	txn1	438
virtual-2283	MERGE	txn1	439	439	"2"	"2"
virtual-2286	MERGE	txn1	440	440	"3"	"3"
virtual-2285	MERGE	txn1	439	439	"3"	"3"
virtual-2287	MERGE	txn2	397	397	"5"	"5"
virtual-2284	MERGE	txn1	440	440	"1"	"1"
virtual-2289	MERGE	txn1	440	440	"4"	"4"
virtual-2287	SELECT	txn1	440
virtual-2288	SELECT	txn1	439
virtual-2288	MERGE	txn1	439	439	"5"	"5"
virtual-2286	SELECT	txn1	440
virtual-2290	SELECT	txn2	419
virtual-2284	SELECT	txn1	439
virtual-2289	SELECT	txn1	440
virtual-2286	MERGE	txn1	439	439	"4"	"4"
virtual-2288	MERGE	txn1	439	439	"6"	"6"
virtual-2291	MERGE	txn1	439	439	"8"	"8"
virtual-2290	MERGE	txn1	439	439	"7"	"7"
virtual-2289	MERGE	txn0	434	434	"7"	"7"
virtual-2292	SELECT	txn1	439
virtual-2291	SELECT	txn0	429
virtual-2293	SELECT	txn1	439
virtual-2292	MERGE	txn1	440	440	"5"	"5"
virtual-2296	MERGE	txn1	441	441	"1"	"1"
virtual-2293	SELECT	txn2	397
virtual-2294	SELECT	txn1	441
virtual-2291	SELECT	txn1	439
virtual-2297	SELECT	txn1	440
virtual-2295	MERGE	txn1	440	440	"6"	"6"
virtual-2293	MERGE	txn0	434	434	"8"	"8"
virtual-2295	SELECT	txn1	440
virtual-2298	SELECT	txn1	440
virtual-2291	SELECT	txn1	440
virtual-2299	MERGE	txn1	441	441	"4"	"4"
virtual-2298	MERGE	txn1	441	441	"2"	"2"
virtual-2300	SELECT	txn1	442
virtual-2301	MERGE	txn1	441	441	"5"	"5"
virtual-2302	MERGE	txn1	440	440	"7"	"7"
virtual-2303	SELECT	txn1	441
virtual-2300	SELECT	txn1	440
virtual-2304	SELECT	txn1	441
virtual-2301	SELECT	txn1	440
virtual-2303	MERGE	txn2	419	419	"5"	"5"
virtual-2302	MERGE	txn1	441	441	"7"	"7"
virtual-2301	MERGE	txn1	441	441	"6"	"6"
virtual-2305	MERGE	txn1	442	442	"1"	"1"
virtual-2305	SELECT	txn1	442
virtual-2303	MERGE	txn1	440	440	"8"	"8"
virtual-2307	SELECT	txn0	443
virtual-2306	SELECT	txn0	443
virtual-2303	SELECT	txn1	441
virtual-2308	MERGE	txn0	443	443	"1"	"1"
virtual-2310	SELECT	txn2	444
virtual-2308	MERGE	txn2	444	444	"1"	"1"
virtual-2309	MERGE	txn2	444	444	"2"	"2"
virtual-2307	MERGE	txn1	442	442	"2"	"2"
virtual-2306	SELECT	txn2	444
virtual-2311	MERGE	txn2	444	444	"4"	"4"
virtual-2307	MERGE	txn0	429	429	"6"	"6"
virtual-2310	MERGE	txn0	443	443	"2"	"2"
virtual-2314	MERGE	txn2	444	444	"6"	"6"
virtual-2313	SELECT	txn0	443
virtual-2312	MERGE	txn1	442	442	"3"	"3"
virtual-2311	MERGE	txn2	444	444	"5"	"5"
virtual-2312	SELECT	txn2	444
virtual-2318	MERGE	txn0	443	443	"7"	"7"
virtual-2315	MERGE	txn0	443	443	"4"	"4"
virtual-2316	SELECT	txn2	444
virtual-2317	SELECT	txn0	429
virtual-2312	SELECT	txn1	442
virtual-2321	MERGE	txn2	445	445	"2"	"2"
virtual-2319	SELECT	txn2	445
virtual-2321	MERGE	txn2	445	445	"3"	"3"
virtual-2322	SELECT	txn2	436
virtual-2318	SELECT	txn0	443
virtual-2318	MERGE	txn0	443	443	"8"	"8"
virtual-2320	SELECT	txn2	444
virtual-2323	MERGE	txn2	445	445	"5"	"5"
virtual-2321	SELECT	txn1	442
virtual-2322	SELECT	txn2	444
virtual-2324	MERGE	txn2	445	445	"6"	"6"
virtual-2323	SELECT	txn2	445
virtual-2320	MERGE	txn2	445	445	"1"	"1"
virtual-2325	SELECT	txn2	444
virtual-2327	MERGE	txn2	445	445	"8"	"8"
virtual-2321	MERGE	txn2	445	445	"4"	"4"
virtual-2327	MERGE	txn0	446	446	"1"	"1"
virtual-2328	SELECT	txn0	446
virtual-2329	SELECT	txn0	446
virtual-2326	MERGE	txn2	419	419	"7"	"7"
virtual-2325	MERGE	txn2	444	444	"7"	"7"
virtual-2331	MERGE	txn2	447	447	"3"	"3"
virtual-2329	MERGE	txn2	447	447	"1"	"1"
virtual-2330	SELECT	txn2	447
virtual-2325	SELECT	txn0	429
virtual-2331	MERGE	txn0	446	446	"2"	"2"
virtual-2326	SELECT	txn2	419
virtual-2330	MERGE	txn2	447	447	"2"	"2"
virtual-2333	SELECT	txn2	447
virtual-2332	MERGE	txn2	419	419	"8"	"8"
virtual-2331	MERGE	txn2	447	447	"4"	"4"
virtual-2326	MERGE	txn2	444	444	"8"	"8"
virtual-2335	SELECT	txn2	447
virtual-2331	SELECT	txn0	446
virtual-2334	SELECT	txn2	419
virtual-2337	SELECT	txn2	447
virtual-2335	MERGE	txn0	446	446	"4"	"4"
virtual-2336	SELECT	txn2	447
virtual-2338	SELECT	txn1	448
virtual-2335	MERGE	txn1	442	442	"4"	"4"
virtual-2338	SELECT	txn0	429
virtual-2339	MERGE	txn0	446	446	"5"	"5"
virtual-2336	SELECT	txn2	447
virtual-2334	SELECT	txn0	446
virtual-2336	MERGE	txn2	447	447	"6"	"6"
virtual-2337	MERGE	txn0	429	429	"7"	"7"
virtual-2340	SELECT	txn0	446
virtual-2340	SELECT	txn0	446
virtual-2335	MERGE	txn2	447	447	"5"	"5"
virtual-2342	SELECT	txn2	447
virtual-2334	MERGE	txn0	446	446	"3"	"3"
virtual-2343	MERGE	txn0	429	429	"8"	"8"
virtual-2344	MERGE	txn1	442	442	"5"	"5"
virtual-2344	SELECT	txn0	446
virtual-2340	SELECT	txn2	447
virtual-2341	SELECT	txn2	447
virtual-2344	MERGE	txn0	449	449	"1"	"1"
virtual-2334	SELECT	txn2	447
virtual-2343	MERGE	txn0	446	446	"6"	"6"
virtual-2345	MERGE	txn0	449	449	"2"	"2"
virtual-2341	SELECT	txn2	447
virtual-2346	SELECT	txn0	449
virtual-2347	MERGE	txn0	446	446	"7"	"7"
virtual-2344	SELECT	txn1	442
virtual-2346	SELECT	txn2	397
virtual-2345	SELECT	txn0	449
virtual-2348	MERGE	txn0	449	449	"3"	"3"
virtual-2350	SELECT	txn1	442
virtual-2352	MERGE	txn1	442	442	"6"	"6"
virtual-2349	MERGE	txn0	449	449	"5"	"5"
virtual-2351	MERGE	txn0	449	449	"8"	"8"
virtual-2352	SELECT	txn0	446
virtual-2348	MERGE	txn0	449	449	"4"	"4"
virtual-2355	MERGE	txn1	450	450	"3"	"3"
virtual-2354	SELECT	txn1	450
virtual-2353	MERGE	txn1	450	450	"1"	"1"
virtual-2356	MERGE	txn0	446	446	"8"	"8"
virtual-2356	SELECT	txn1	448
virtual-2354	MERGE	txn1	450	450	"2"	"2"
virtual-2352	SELECT	txn1	442
virtual-2353	SELECT	txn0	446
virtual-2355	MERGE	txn1	450	450	"4"	"4"
virtual-2356	MERGE	txn1	450	450	"5"	"5"
virtual-2358	MERGE	txn1	442	442	"7"	"7"
virtual-2361	SELECT	txn1	450
virtual-2357	SELECT	txn1	442
virtual-2355	SELECT	txn0	446
virtual-2357	MERGE	txn1	448	448	"1"	"1"
virtual-2359	SELECT	txn1	451
virtual-2363	MERGE	txn2	397	397	"6"	"6"
virtual-2361	MERGE	txn1	450	450	"7"	"7"
virtual-2360	MERGE	txn1	442	442	"8"	"8"
virtual-2362	SELECT	txn1	448
virtual-2362	MERGE	txn1	450	450	"8"	"8"
virtual-2364	SELECT	txn1	453
virtual-2366	MERGE	txn2	452	452	"2"	"2"
virtual-2365	SELECT	txn2	452
virtual-2365	SELECT	txn2	452
virtual-2367	SELECT	txn2	452
virtual-2368	SELECT	txn2	452
virtual-2367	MERGE	txn2	452	452	"3"	"3"
virtual-2368	SELECT	txn1	442
virtual-2370	SELECT	txn1	453
virtual-2365	SELECT	txn2	452
virtual-2371	SELECT	txn1	453
virtual-2370	SELECT	txn2	452
virtual-2369	SELECT	txn1	453
virtual-2367	SELECT	txn1	451
virtual-2373	MERGE	txn1	453	453	"4"	"4"
virtual-2372	MERGE	txn1	453	453	"2"	"2"
virtual-2371	SELECT	txn1	451
virtual-2370	MERGE	txn1	453	453	"1"	"1"
virtual-2367	SELECT	txn1	453
virtual-2372	MERGE	txn1	453	453	"3"	"3"
virtual-2374	MERGE	txn1	453	453	"5"	"5"
virtual-2376	SELECT	txn1	453
virtual-2374	MERGE	txn2	397	397	"7"	"7"
virtual-2373	SELECT	txn2	452
virtual-2375	SELECT	txn2	452
virtual-2377	SELECT	txn1	453
virtual-2375	SELECT	txn1	442
virtual-2376	SELECT	txn1	453
virtual-2373	MERGE	txn2	452	452	"4"	"4"
virtual-2374	MERGE	txn1	453	453	"6"	"6"
virtual-2378	SELECT	txn2	452
virtual-2379	MERGE	txn2	452	452	"5"	"5"
virtual-2377	SELECT	txn2	452
virtual-2381	SELECT	txn1	453
virtual-2377	SELECT	txn1	453
virtual-2383	SELECT	txn2	454
virtual-2378	SELECT	txn1	442
virtual-2378	MERGE	txn1	453	453	"7"	"7"
virtual-2380	MERGE	txn1	453	453	"8"	"8"
virtual-2381	SELECT	txn1	453
virtual-2382	SELECT	txn2	452
virtual-2382	SELECT	txn1	451
virtual-2384	MERGE	txn2	454	454	"1"	"1"
virtual-2383	SELECT	txn0	455
virtual-2384	SELECT	txn2	454
virtual-2381	MERGE	txn2	452	452	"7"	"7"
virtual-2385	SELECT	txn2	454
virtual-2382	MERGE	txn1	451	451	"1"	"1"
virtual-2386	SELECT	txn2	454
virtual-2385	MERGE	txn2	454	454	"2"	"2"
virtual-2386	SELECT	txn2	454
virtual-2385	SELECT	txn2	454
virtual-2387	SELECT	txn1	451
virtual-2387	MERGE	txn0	455	455	"1"	"1"
virtual-2382	SELECT	txn2	454
virtual-2386	MERGE	txn0	456	456	"1"	"1"
virtual-2381	MERGE	txn2	452	452	"8"	"8"
virtual-2386	MERGE	txn0	456	456	"2"	"2"
virtual-2385	SELECT	txn2	454
virtual-2388	SELECT	txn0	456
virtual-2391	MERGE	txn2	454	454	"4"	"4"
virtual-2390	MERGE	txn0	455	455	"2"	"2"
virtual-2389	SELECT	txn2	454
virtual-2393	MERGE	txn2	454	454	"6"	"6"
virtual-2390	SELECT	txn2	454
virtual-2392	MERGE	txn2	454	454	"5"	"5"
virtual-2390	SELECT	txn2	454
virtual-2393	MERGE	txn2	454	454	"7"	"7"
virtual-2394	SELECT	txn0	455
virtual-2389	SELECT	txn1	451
virtual-2396	MERGE	txn1	457	457	"1"	"1"
virtual-2393	SELECT	txn1	451
virtual-2389	MERGE	txn2	454	454	"3"	"3"
virtual-2395	MERGE	txn0	455	455	"3"	"3"
virtual-2398	MERGE	txn1	457	457	"3"	"3"
virtual-2395	MERGE	txn1	448	448	"2"	"2"
virtual-2397	SELECT	txn0	455
virtual-2394	SELECT	txn2	454
virtual-2399	SELECT	txn1	457
virtual-2401	MERGE	txn1	457	457	"6"	"6"
virtual-2395	SELECT	txn0	455
virtual-2394	SELECT	txn2	454
virtual-2397	MERGE	txn1	457	457	"2"	"2"
virtual-2394	MERGE	txn2	454	454	"8"	"8"
virtual-2400	MERGE	txn1	457	457	"4"	"4"
virtual-2401	MERGE	txn1	457	457	"7"	"7"
virtual-2404	SELECT	txn0	455
virtual-2404	MERGE	txn0	455	455	"6"	"6"
virtual-2405	SELECT	txn1	457
virtual-2403	SELECT	txn1	457
virtual-2402	SELECT	txn1	457
virtual-2406	MERGE	txn1	458	458	"1"	"1"
virtual-2405	MERGE	txn1	457	457	"8"	"8"
virtual-2405	MERGE	txn1	451	451	"2"	"2"
virtual-2403	MERGE	txn0	455	455	"5"	"5"
virtual-2404	SELECT	txn1	457
virtual-2402	SELECT	txn0	455
virtual-2408	SELECT	txn0	456
